feature_normalized_mean_wds_per_sentence,feature_gre_word_freq,feature_addition_word_freq,feature_price_range,feature_normalized_url_count,feature_valence_score,feature_details_word_freq,feature_illustration_word_freq,feature_comparision_word_freq,feature_contrast_word_freq,feature_arousal_score,feature_all_caps,feature_idf,feature_normalized_mean_wd_length,feature_summary_word_freq,feature_dominance_score,feature_suggestion_word_freq,label_useful_extreme_percentile,feature_space_word_freq,feature_emphasis_word_freq,feature_grammar_err,feature_typos,feature_consequence_word_freq,feature_examples_word_freq,feature_concession_word_freq,feature_caps_err,feature_normalized_word_count,feature_time_word_freq,feature_sat_word_freq
0.0539399174585,0.0213523131673,0.0266903914591,0.9,0.0,5.91133874062,0.0,0.0,0.0,0.00889679715302,5.02907212127,0.00711743772242,88.0986280538,0.595276091382,0.0,5.62191721984,0.0,False,0.00355871886121,0.0017793594306,5,4,0.00355871886121,0.0,0.0,0.00355871886121,0.231370934541,0.00711743772242,0.00889679715302
0.0512141280353,0.0242946708464,0.0493730407524,0.9,0.0,5.94687487116,0.00156739811912,0.0,0.0,0.0117554858934,5.00465487185,0.0180250783699,88.0986280538,0.664889077213,0.000783699059561,5.57716197508,0.0,None,0.00235109717868,0.00313479623824,4,12,0.00235109717868,0.0,0.00156739811912,0.0,0.525319061342,0.00548589341693,0.025078369906
0.0254512400987,0.0408163265306,0.0331632653061,0.9,0.0,6.29315192744,0.0,0.0,0.0,0.00765306122449,5.14324794545,0.0255102040816,88.0986280538,0.551182196133,0.0,5.69235678028,0.0,None,0.00255102040816,0.00255102040816,5,1,0.0102040816327,0.0,0.0,0.00765306122449,0.161383285303,0.00255102040816,0.0204081632653
0.0294676318086,0.0296167247387,0.0226480836237,0.9,0.0,6.28692335601,0.0,0.0,0.0,0.00696864111498,4.94653365973,0.0156794425087,88.0986280538,0.608444734122,0.0,5.81207106599,0.0,None,0.00348432055749,0.0,5,12,0.00871080139373,0.0,0.00348432055749,0.00522648083624,0.236311239193,0.00696864111498,0.0331010452962
0.0327972248502,0.00480769230769,0.0288461538462,0.9,0.0,6.83018489447,0.0,0.0,0.0,0.00961538461538,4.99868750588,0.0,88.0986280538,0.604965382151,0.0,6.10576337368,0.0,None,0.0,0.0,3,4,0.0,0.0,0.0,0.0,0.0856319473034,0.00480769230769,0.00480769230769
0.0432955921099,0.00822368421053,0.0361842105263,0.9,0.0,6.23357520786,0.0,0.0,0.0,0.00493421052632,4.84586699306,0.0164473684211,88.0986280538,0.623019151017,0.0,5.7654784734,0.0,True,0.0,0.00657894736842,6,16,0.00493421052632,0.0,0.0,0.00164473684211,0.250308769041,0.00493421052632,0.0263157894737
0.0332085612823,0.0173410404624,0.0346820809249,0.9,0.0,6.09995865013,0.0,0.0,0.0,0.00867052023121,5.24782777738,0.0028901734104,88.0986280538,0.616545641041,0.0,5.62571812481,0.0,True,0.00578034682081,0.0,1,4,0.014450867052,0.0,0.0,0.0028901734104,0.142445450803,0.014450867052,0.0173410404624
0.0370081807557,0.019298245614,0.0228070175439,0.9,0.0,6.65572335601,0.0,0.0,0.0,0.0122807017544,5.20953365973,0.00877192982456,88.0986280538,0.562139654068,0.0,6.19007106599,0.0,True,0.0,0.00175438596491,5,8,0.00701754385965,0.0,0.0,0.0,0.234664470976,0.0122807017544,0.0105263157895
0.0339241656928,0.0181818181818,0.0454545454545,0.9,0.0,6.59349418934,0.000478468899522,0.0,0.0,0.00909090909091,5.35972115973,0.0239234449761,88.0986280538,0.579381086226,0.0,6.13119606599,0.0,True,0.00143540669856,0.0066985645933,15,9,0.0105263157895,0.0,0.000478468899522,0.0,0.860436393578,0.0138755980861,0.0215311004785
0.0380242825607,0.0232220609579,0.0478955007257,0.9,0.0,6.53540756654,0.0,0.00145137880987,0.0,0.0130624092888,5.41621787026,0.0348330914369,88.0986280538,0.590779049193,0.00290275761974,6.02965001336,0.0,True,0.00145137880987,0.00725689404935,2,20,0.00580551523948,0.00145137880987,0.00580551523948,0.00435413642961,0.283655825443,0.00725689404935,0.0174165457184
0.0362823342956,0.0195007800312,0.0429017160686,0.9,0.0,6.07302770384,0.0,0.0,0.0,0.0117004680187,5.11057713799,0.01248049922,88.0986280538,0.594879977134,0.0,5.75567976164,0.0,True,0.00234009360374,0.00468018720749,10,21,0.00702028081123,0.0,0.000780031201248,0.00234009360374,0.527789213668,0.0117004680187,0.0163806552262
0.0368435780244,0.0143459915612,0.0295358649789,0.9,0.0,6.27681107531,0.00084388185654,0.0,0.0,0.00675105485232,4.88077927377,0.0295358649789,88.0986280538,0.598204656217,0.00084388185654,5.81982545195,0.0,None,0.00253164556962,0.00506329113924,51,7,0.0042194092827,0.0,0.0,0.0,0.487855084397,0.00675105485232,0.0143459915612
0.0453765023301,0.0162162162162,0.0162162162162,0.9,0.0,6.62172335601,0.0,0.0,0.0,0.0108108108108,5.08753365973,0.0108108108108,86.0191865121,0.597589902523,0.0,5.81557106599,0.0,True,0.0,0.0,2,7,0.00540540540541,0.0,0.0,0.0,0.0761630300535,0.0,0.0216216216216
0.0493535162409,0.0191693290735,0.0638977635783,0.9,0.0,6.26484835601,0.0,0.0,0.0,0.0159744408946,4.79815865973,0.00958466453674,88.0986280538,0.537410482754,0.0,5.41494606599,0.0,None,0.00319488817891,0.00319488817891,0,0,0.00958466453674,0.0,0.0,0.0,0.128859613009,0.00638977635783,0.00638977635783
0.041114790287,0.0167785234899,0.0352348993289,0.9,0.0,6.35992848421,0.00167785234899,0.0,0.0,0.00503355704698,4.86176442896,0.0302013422819,88.0986280538,0.651766635567,0.0,5.75576337368,0.0,None,0.00671140939597,0.00167785234899,3,8,0.00503355704698,0.0,0.0,0.00335570469799,0.245368464389,0.00838926174497,0.0151006711409
0.0300378429518,0.0157480314961,0.0209973753281,0.9,0.0,6.04672335601,0.0,0.0,0.0,0.00787401574803,4.75153365973,0.00787401574803,88.0986280538,0.55347621906,0.0,5.76257106599,0.0,None,0.00787401574803,0.00262467191601,4,1,0.0131233595801,0.0,0.00262467191601,0.0,0.156854672705,0.00262467191601,0.0131233595801
0.0283296541575,0.012987012987,0.038961038961,0.9,0.0,7.22672335601,0.0,0.0,0.0,0.025974025974,5.61003365973,0.025974025974,72.9660446037,0.548474587552,0.0,6.27807106599,0.0,None,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0317002881844,0.0,0.0
0.0515753562111,0.0233463035019,0.0272373540856,0.9,0.0,6.17839002268,0.0,0.0,0.0,0.011673151751,5.95142254862,0.011673151751,88.0986280538,0.55748460156,0.0,5.87584884377,0.0,None,0.00778210116732,0.0155642023346,0,1,0.0,0.0,0.0,0.0,0.105804857966,0.0,0.0272373540856
